query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lp_0314,220668.lp_0314,2.18E-53,168,"29C9K@1|root,2ZZ83@2|Bacteria,1U6R1@1239|Firmicutes,4IGIB@91061|Bacilli,3F8C8@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0315,220668.lp_0315,4.36E-264,722,"COG0687@1|root,COG0687@2|Bacteria,1TPY1@1239|Firmicutes,4HAET@91061|Bacilli,3F3W1@33958|Lactobacillaceae",2|Bacteria,P,ABC transporter,potD,-,-,ko:K11069,"ko02010,map02010",M00299,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11.1,-,iSB619.SA_RS05395,SBP_bac_8
lp_0316,220668.lp_0316,5.58E-181,505,"COG1177@1|root,COG1177@2|Bacteria,1V0VD@1239|Firmicutes,4H9ZC@91061|Bacilli,3F3ZN@33958|Lactobacillaceae",2|Bacteria,P,ABC transporter permease,potC,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015101,GO:0015203,GO:0015399,GO:0015405,GO:0015417,GO:0015595,GO:0015606,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0015848,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0042623,GO:0042626,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0098533,GO:0098655,GO:0098796,GO:0098797,GO:1902047,GO:1902494,GO:1902495,GO:1903711,GO:1904949,GO:1990351",-,ko:K11070,"ko02010,map02010",M00299,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11.1,-,iSBO_1134.SBO_1939,BPD_transp_1
lp_0317,220668.lp_0317,3.14E-190,529,"COG1176@1|root,COG1176@2|Bacteria,1TQ7Z@1239|Firmicutes,4HAYS@91061|Bacilli,3F4CM@33958|Lactobacillaceae",2|Bacteria,P,ABC transporter permease,potB,-,-,ko:K11071,"ko02010,map02010",M00299,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11.1,-,-,BPD_transp_1
lp_0318,220668.lp_0318,2.52E-263,721,"COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,4H9MS@91061|Bacilli,3F40H@33958|Lactobacillaceae",2|Bacteria,P,Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system,potA,-,"3.6.3.30,3.6.3.31","ko:K02010,ko:K11072","ko02010,map02010","M00190,M00299",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.10,3.A.1.11.1",-,iSB619.SA_RS05380,"ABC_tran,TOBE_2"
lp_0319,220668.lp_0319,3.68E-125,356,"COG1396@1|root,COG1396@2|Bacteria,1V1K5@1239|Firmicutes,4HGGY@91061|Bacilli,3F5FE@33958|Lactobacillaceae",2|Bacteria,K,Cupin domain,puuR,-,-,-,-,-,-,-,-,-,-,-,"Cupin_2,HTH_19,HTH_3"
lp_0320,220668.lp_0320,8.08E-110,315,"COG4405@1|root,COG4405@2|Bacteria,1V6S0@1239|Firmicutes,4HKKR@91061|Bacilli,3F7EV@33958|Lactobacillaceae",2|Bacteria,S,ASCH,-,-,6.3.3.2,ko:K01934,"ko00670,ko01100,map00670,map01100",-,R02301,RC00183,"ko00000,ko00001,ko01000",-,-,-,ASCH
lp_0321,220668.lp_0321,3.25E-112,322,"COG0454@1|root,COG0456@2|Bacteria,1V6S5@1239|Firmicutes,4HJJY@91061|Bacilli,3F6HM@33958|Lactobacillaceae",2|Bacteria,K,GNAT family,-,-,-,ko:K03830,-,-,-,-,"ko00000,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10,Acetyltransf_9"
lp_0322,220668.lp_0322,2.14E-117,336,"COG0454@1|root,COG0456@2|Bacteria,1UIXA@1239|Firmicutes,4ISVN@91061|Bacilli,3F70D@33958|Lactobacillaceae",2|Bacteria,K,acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10,NUDIX"
lp_0324,220668.lp_0324,2.06E-30,107,"29PNG@1|root,30AKP@2|Bacteria,1U6TW@1239|Firmicutes,4IGMQ@91061|Bacilli,3F8HB@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0325,220668.lp_0325,5.05E-79,234,"COG1725@1|root,COG1725@2|Bacteria,1VFD0@1239|Firmicutes,4I3PG@91061|Bacilli,3F70C@33958|Lactobacillaceae",2|Bacteria,K,helix_turn_helix gluconate operon transcriptional repressor,ytrA,-,-,"ko:K07978,ko:K07979",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,Peripla_BP_3"
lp_0326,220668.lp_0326,1.85E-208,577,"COG1131@1|root,COG1131@2|Bacteria,1TPQW@1239|Firmicutes,4HA3P@91061|Bacilli,3FC3A@33958|Lactobacillaceae",2|Bacteria,V,ABC transporter,ytrB,-,-,"ko:K01990,ko:K16921","ko02010,map02010","M00254,M00584",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1,-,-,ABC_tran
lp_0327,220668.lp_0327,1.08E-243,669,"29NSX@1|root,309QZ@2|Bacteria,1U5IP@1239|Firmicutes,4IF9F@91061|Bacilli,3F61I@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ABC2_membrane_5
lp_0329,220668.lp_0329,0,892,"COG1012@1|root,COG1012@2|Bacteria,1UHQT@1239|Firmicutes,4IS6J@91061|Bacilli,3F5S5@33958|Lactobacillaceae",2|Bacteria,C,Aldehyde dehydrogenase family,adhE,-,"1.1.1.1,1.2.1.10,1.2.1.87","ko:K00001,ko:K04072,ko:K13922","ko00010,ko00071,ko00350,ko00620,ko00625,ko00626,ko00640,ko00650,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00620,map00625,map00626,map00640,map00650,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",-,"R00228,R00623,R00754,R01172,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310,R09097","RC00004,RC00050,RC00087,RC00088,RC00099,RC00116,RC00184,RC00649,RC01195,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"Aldedh,Fe-ADH"
lp_0330,220668.lp_0330,8.16E-207,572,"COG0191@1|root,COG0191@2|Bacteria,1TQ01@1239|Firmicutes,4H9ZU@91061|Bacilli,3F4EF@33958|Lactobacillaceae",2|Bacteria,G,"Fructose-1,6-bisphosphate aldolase, class II",fba,-,"4.1.2.13,4.1.2.29","ko:K01624,ko:K03339","ko00010,ko00030,ko00051,ko00562,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00562,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00003,M00165,M00167,M00344,M00345","R01068,R01070,R01829,R02568,R05378","RC00438,RC00439,RC00603,RC00604,RC00721","ko00000,ko00001,ko00002,ko01000",-,-,-,F_bP_aldolase
lp_0331,220668.lp_0331,4.76E-305,833,"COG2211@1|root,COG2211@2|Bacteria,1TRA5@1239|Firmicutes,4HBAI@91061|Bacilli,3F3UZ@33958|Lactobacillaceae",2|Bacteria,G,MFS/sugar transport protein,xylP1,-,-,"ko:K03292,ko:K16209",-,-,-,-,"ko00000,ko02000","2.A.2,2.A.2.2",-,-,MFS_2
lp_0332,220668.lp_0332,1.43E-170,481,"COG0330@1|root,COG0330@2|Bacteria,1TPXU@1239|Firmicutes,4HGRC@91061|Bacilli,3F4HV@33958|Lactobacillaceae",2|Bacteria,O,prohibitin homologues,qmcA,"GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944",-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,"Band_7,Band_7_C"
lp_0333,220668.lp_0333,7.28E-42,137,"2DKQN@1|root,30ACH@2|Bacteria,1U6GJ@1239|Firmicutes,4IG8R@91061|Bacilli,3F7VP@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0334,220668.lp_0334,0,969,"COG4690@1|root,COG4690@2|Bacteria,1TQ0F@1239|Firmicutes,4HC3G@91061|Bacilli,3F3M4@33958|Lactobacillaceae",2|Bacteria,E,Dipeptidase,pipD,-,-,ko:K08659,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Peptidase_C69
lp_0335,220668.lp_0335,6.40E-54,168,"2930D@1|root,3270J@2|Bacteria,1USWD@1239|Firmicutes,4IG6X@91061|Bacilli,3F7S4@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0336,220668.lp_0336,1.04E-123,353,"COG1268@1|root,COG1268@2|Bacteria,1VAAD@1239|Firmicutes,4HI8T@91061|Bacilli,3F6YG@33958|Lactobacillaceae",2|Bacteria,S,BioY family,bioY,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0042802,GO:0044464,GO:0071944",-,ko:K03523,"ko02010,map02010","M00581,M00582",-,-,"ko00000,ko00001,ko00002,ko02000","2.A.88.1,2.A.88.2",-,-,BioY
lp_0337,220668.lp_0337,3.67E-228,629,"COG0340@1|root,COG1654@1|root,COG0340@2|Bacteria,COG1654@2|Bacteria,1TQCU@1239|Firmicutes,4HB60@91061|Bacilli,3F5HY@33958|Lactobacillaceae",2|Bacteria,H,Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor,birA,"GO:0000166,GO:0000976,GO:0000984,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0004077,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0006082,GO:0006464,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009305,GO:0009374,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0017053,GO:0017076,GO:0017144,GO:0018130,GO:0018271,GO:0019538,GO:0019752,GO:0019842,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0032991,GO:0033218,GO:0033293,GO:0034641,GO:0035639,GO:0036094,GO:0036211,GO:0042364,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043565,GO:0043603,GO:0043604,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0046983,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681,GO:1990837",6.3.4.15,"ko:K03524,ko:K04096","ko00780,ko01100,map00780,map01100",-,"R01074,R05145","RC00043,RC00070,RC00096,RC02896","ko00000,ko00001,ko01000,ko03000",-,-,-,"BPL_C,BPL_LplA_LipB,HTH_11"
lp_0338,220668.lp_0338,4.89E-82,241,"COG4357@1|root,COG4357@2|Bacteria,1VB64@1239|Firmicutes,4HMGX@91061|Bacilli,3F8FS@33958|Lactobacillaceae",2|Bacteria,S,CHY zinc finger,-,-,-,-,-,-,-,-,-,-,-,-,zf-CHY
lp_0339,220668.lp_0339,6.74E-288,785,"COG0436@1|root,COG0436@2|Bacteria,1TQD6@1239|Firmicutes,4HAHQ@91061|Bacilli,3F4TW@33958|Lactobacillaceae",2|Bacteria,E,Aminotransferase,mtnE,-,2.6.1.83,"ko:K08969,ko:K10206","ko00270,ko00300,ko01100,ko01110,ko01130,ko01230,map00270,map00300,map01100,map01110,map01130,map01230","M00034,M00527","R07396,R07613","RC00006,RC01847","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
lp_0340,220668.lp_0340,1.10E-280,767,"2CC2J@1|root,309K5@2|Bacteria,1U598@1239|Firmicutes,4IF0I@91061|Bacilli,3F58S@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0343,220668.lp_0343,8.13E-199,550,"COG1682@1|root,COG1682@2|Bacteria,1TQZF@1239|Firmicutes,4HB9R@91061|Bacilli,3F4FP@33958|Lactobacillaceae",2|Bacteria,U,Transport permease protein,tagG,"GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015920,GO:0033036,GO:0051179,GO:0051234,GO:0071702,GO:1901264",-,"ko:K09690,ko:K09692","ko02010,map02010","M00250,M00251",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.103,3.A.1.104",-,-,ABC2_membrane
lp_0344,220668.lp_0344,9.42E-258,707,"COG1134@1|root,COG1134@2|Bacteria,1TQKK@1239|Firmicutes,4HC6N@91061|Bacilli,3F4V6@33958|Lactobacillaceae",2|Bacteria,GM,Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system,tagH,"GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015920,GO:0015921,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:1901264,GO:1901505","3.6.3.38,3.6.3.40","ko:K09689,ko:K09693","ko02010,map02010","M00249,M00251",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.101,3.A.1.104",-,-,"ABC_tran,LysM"
lp_0346,220668.lp_0346,2.76E-59,182,"29P8S@1|root,30A6W@2|Bacteria,1U69T@1239|Firmicutes,4IG0Y@91061|Bacilli,3F7E4@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0347,220668.lp_0347,2.39E-121,347,"COG1695@1|root,COG1695@2|Bacteria,1VEN3@1239|Firmicutes,4HS7A@91061|Bacilli,3F6IE@33958|Lactobacillaceae",2|Bacteria,K,Transcriptional regulator PadR-like family,-,-,-,-,-,-,-,-,-,-,-,-,"PadR,Vir_act_alpha_C"
lp_0348,220668.lp_0348,0,896,"COG0477@1|root,COG2211@1|root,COG0477@2|Bacteria,COG2211@2|Bacteria,1UNMW@1239|Firmicutes,4ISTJ@91061|Bacilli,3FBTN@33958|Lactobacillaceae",2|Bacteria,P,Major Facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
lp_0349,220668.lp_0349,0.00E+00,842,"COG0004@1|root,COG0004@2|Bacteria,1TQYG@1239|Firmicutes,4HBGK@91061|Bacilli,3F3X1@33958|Lactobacillaceae",2|Bacteria,P,ammonium transporter,amt,-,-,ko:K03320,-,-,-,-,"ko00000,ko02000",1.A.11,-,-,Ammonium_transp
lp_0350,220668.lp_0350,6.60E-229,630,"COG0039@1|root,COG0039@2|Bacteria,1UXY2@1239|Firmicutes,4HD1S@91061|Bacilli,3F4M2@33958|Lactobacillaceae",2|Bacteria,C,Belongs to the LDH MDH superfamily,hicD1,-,1.1.1.27,ko:K00016,"ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922",-,"R00703,R01000,R03104","RC00031,RC00044","ko00000,ko00001,ko01000,ko04147",-,-,-,"Ldh_1_C,Ldh_1_N"
lp_0351,220668.lp_0351,8.95E-60,184,"2A5G1@1|root,30U62@2|Bacteria,1U6B9@1239|Firmicutes,4IG2T@91061|Bacilli,3F7HZ@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0353,220668.lp_0353,1.05E-132,376,"COG5549@1|root,COG5549@2|Bacteria,1UGZG@1239|Firmicutes,4IF9R@91061|Bacilli,3F627@33958|Lactobacillaceae",2|Bacteria,O,Zinc-dependent metalloprotease,zmp1,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M10
lp_0354,220668.lp_0354,7.16E-155,435,"COG0120@1|root,COG0120@2|Bacteria,1V22S@1239|Firmicutes,4HFWX@91061|Bacilli,3FC6F@33958|Lactobacillaceae",2|Bacteria,G,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),rpiA,"GO:0003674,GO:0003824,GO:0004751,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564",5.3.1.6,ko:K01807,"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167,M00580",R01056,RC00434,"ko00000,ko00001,ko00002,ko01000",-,-,iJN678.rpiA,Rib_5-P_isom_A
lp_0355,220668.lp_0355,0,1060,"COG2132@1|root,COG2132@2|Bacteria,1TQSU@1239|Firmicutes,4HDD6@91061|Bacilli,3F3XB@33958|Lactobacillaceae",2|Bacteria,Q,Multicopper oxidase,mco,-,-,-,-,-,-,-,-,-,-,-,"Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3"
lp_0357,220668.lp_0357,5.34E-72,217,"COG3759@1|root,COG3759@2|Bacteria,1VAVU@1239|Firmicutes,4HQHN@91061|Bacilli,3F7NA@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF1304),ypaA,-,-,ko:K08987,-,-,-,-,ko00000,-,-,-,DUF1304
lp_0358,220668.lp_0358,1.31E-124,354,"COG1881@1|root,COG1881@2|Bacteria,1VJEE@1239|Firmicutes,4HXTJ@91061|Bacilli,3F75J@33958|Lactobacillaceae",2|Bacteria,S,Phosphatidylethanolamine-binding protein,yxkA,-,-,ko:K06910,-,-,-,-,ko00000,-,-,-,PBP
lp_0359,220668.lp_0359,1.96E-295,805,"COG1419@1|root,COG3410@1|root,COG1419@2|Bacteria,COG3410@2|Bacteria,1TPQU@1239|Firmicutes,4HBI0@91061|Bacilli,3F47M@33958|Lactobacillaceae",2|Bacteria,N,Uncharacterized conserved protein (DUF2075),flhF,-,-,"ko:K02404,ko:K09384",-,-,-,-,"ko00000,ko02035",-,-,-,"DUF2075,GIY-YIG,SRP54"
lp_0360,220668.lp_0360,5.89E-108,311,"COG1959@1|root,COG1959@2|Bacteria,1U353@1239|Firmicutes,4ICW0@91061|Bacilli,3F58B@33958|Lactobacillaceae",2|Bacteria,K,"Winged helix-turn-helix transcription repressor, HrcA DNA-binding",ywnA,-,-,ko:K19587,-,M00767,-,-,"ko00000,ko00002,ko03000",-,-,-,Rrf2
lp_0361,220668.lp_0361,1.06E-73,222,"29P3G@1|root,30A1P@2|Bacteria,1U62U@1239|Firmicutes,4IFRZ@91061|Bacilli,3F6WC@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0362,220668.lp_0362,2.43E-103,302,"COG0511@1|root,COG0511@2|Bacteria,1TWUA@1239|Firmicutes,4I5NI@91061|Bacilli,3F5YZ@33958|Lactobacillaceae",2|Bacteria,I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",accB3,-,2.3.1.12,"ko:K00627,ko:K02160","ko00010,ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00010,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00307,M00376","R00209,R00742,R02569","RC00004,RC00040,RC00367,RC02742,RC02857","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"2-oxoacid_dh,Biotin_lipoyl"
lp_0363,220668.lp_0363,3.66E-224,617,"COG1957@1|root,COG1957@2|Bacteria,1TSSS@1239|Firmicutes,4HB17@91061|Bacilli,3F4T0@33958|Lactobacillaceae",2|Bacteria,F,Nucleoside,rihC,-,3.2.2.1,"ko:K01239,ko:K01250,ko:K12700","ko00230,ko00760,ko01100,map00230,map00760,map01100",-,"R01245,R01273,R01677,R01770,R02143","RC00033,RC00063,RC00122,RC00318,RC00485","ko00000,ko00001,ko01000",-,-,-,IU_nuc_hydro
lp_0364,220668.lp_0364,1.30E-209,580,"COG0300@1|root,COG0300@2|Bacteria,1UHN7@1239|Firmicutes,4IS46@91061|Bacilli,3F5A5@33958|Lactobacillaceae",2|Bacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,vdlC,-,-,-,-,-,-,-,-,-,-,-,adh_short
lp_0365,220668.lp_0365,0,1243,"2E9P4@1|root,333VI@2|Bacteria,1VJPB@1239|Firmicutes,4HQ3S@91061|Bacilli",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0366,220668.lp_0366,1.42E-102,296,"COG0328@1|root,COG0328@2|Bacteria,1U61C@1239|Firmicutes,4IFQ6@91061|Bacilli,3F6TT@33958|Lactobacillaceae",2|Bacteria,L,RNA-DNA hybrid ribonuclease activity,-,-,3.1.26.4,ko:K03469,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,"RNase_H,RVT_1"
lp_0367,220668.lp_0367,0,960,"COG1174@1|root,COG1732@1|root,COG1174@2|Bacteria,COG1732@2|Bacteria,1TQ7D@1239|Firmicutes,4HBDR@91061|Bacilli,3F44S@33958|Lactobacillaceae",2|Bacteria,EM,Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),proWX,-,-,"ko:K05845,ko:K05846","ko02010,map02010",M00209,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.12,-,-,"BPD_transp_1,OpuAC"
lp_0368,220668.lp_0368,2.70E-230,634,"COG1125@1|root,COG1125@2|Bacteria,1TPV8@1239|Firmicutes,4H9SI@91061|Bacilli,3F55H@33958|Lactobacillaceae",2|Bacteria,E,"ABC transporter, ATP-binding protein",proV,-,-,ko:K05847,"ko02010,map02010",M00209,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.12,-,-,"ABC_tran,CBS"
lp_0369,220668.lp_0369,0,880,"COG1249@1|root,COG1249@2|Bacteria,1TS0Z@1239|Firmicutes,4HBYB@91061|Bacilli,3F3K2@33958|Lactobacillaceae",2|Bacteria,C,Glutathione reductase,gshR,-,1.8.1.7,ko:K00383,"ko00480,ko04918,map00480,map04918",-,"R00094,R00115",RC00011,"ko00000,ko00001,ko01000",-,-,-,"Pyr_redox_2,Pyr_redox_dim"
lp_0370,220668.lp_0370,0,1029,"COG0554@1|root,COG0554@2|Bacteria,1TPX3@1239|Firmicutes,4H9ZF@91061|Bacilli,3F3WI@33958|Lactobacillaceae",2|Bacteria,F,Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate,glpK,"GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615",2.7.1.30,ko:K00864,"ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626",-,R00847,"RC00002,RC00017","ko00000,ko00001,ko01000,ko04147",-,-,-,"FGGY_C,FGGY_N"
lp_0371,220668.lp_0371,0,1192,"COG0578@1|root,COG0578@2|Bacteria,1TQJN@1239|Firmicutes,4HAG8@91061|Bacilli,3F5BS@33958|Lactobacillaceae",2|Bacteria,C,C-terminal domain of alpha-glycerophosphate oxidase,glpD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944","1.1.3.21,1.1.5.3","ko:K00105,ko:K00111","ko00564,ko01110,map00564,map01110",-,"R00846,R00848",RC00029,"ko00000,ko00001,ko01000",-,-,-,"DAO,DAO_C"
lp_0372,220668.lp_0372,2.14E-174,486,"COG0580@1|root,COG0580@2|Bacteria,1TP4T@1239|Firmicutes,4HAWP@91061|Bacilli,3F4J6@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the MIP aquaporin (TC 1.A.8) family,glpF,-,-,"ko:K02440,ko:K06188",-,-,-,-,"ko00000,ko02000","1.A.8,1.A.8.1,1.A.8.2",-,-,MIP
lp_0373,220668.lp_0373,0,1885,"COG4932@1|root,COG4932@2|Bacteria,1UV28@1239|Firmicutes,4HWU5@91061|Bacilli,3F7MP@33958|Lactobacillaceae",2|Bacteria,M,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Cna_B,Gram_pos_anchor,MucBP,SdrD_B,TGFb_propeptide"
lp_0374,220668.lp_0374,9.68E-178,523,"COG1091@1|root,COG1091@2|Bacteria",2|Bacteria,M,dTDP-4-dehydrorhamnose reductase activity,-,-,-,-,-,-,-,-,-,-,-,-,"Epimerase,RmlD_sub_bind"
lp_0375,220668.lp_0375,2.23E-97,283,"2BX06@1|root,3463I@2|Bacteria,1W1B6@1239|Firmicutes",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0376,220668.lp_0376,1.40E-53,168,"29QHX@1|root,30BHD@2|Bacteria,1U84J@1239|Firmicutes,4II20@91061|Bacilli,3FAIP@33958|Lactobacillaceae",220668.lp_0376|-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0377,220668.lp_0377,1.21E-54,171,"29QHX@1|root,30B9Q@2|Bacteria,1U7SF@1239|Firmicutes,4IHPT@91061|Bacilli,3FA3Y@33958|Lactobacillaceae",220668.lp_0377|-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0379,220668.lp_0379,1.10E-229,631,"2BF1Z@1|root,328TX@2|Bacteria,1UUT4@1239|Firmicutes,4IHH1@91061|Bacilli,3F9UD@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0381,220668.lp_0381,4.15E-131,371,"COG0666@1|root,COG0666@2|Bacteria,1VBGD@1239|Firmicutes,4HKQW@91061|Bacilli",2|Bacteria,S,ankyrin repeats,ankB,-,-,ko:K06867,-,-,-,-,ko00000,-,-,-,"Ank_2,Ank_4,Ank_5"
