Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_0997,2517,6775,2241,5552,5524,6626,NC_004567.2:921009-921209,YP_004888935.1,cold shock protein CspC
lp_0998,123,187,120,165,179,222,NC_004567.2:921378-922127,YP_004888936.1,membrane protein
lp_0999,74,169,92,112,112,162,NC_004567.2:922161-922622,YP_004888937.1,membrane protein
lp_1000,1135,1736,973,1447,1654,1951,NC_004567.2:922906-923943,YP_004888938.1,transcriptional attenuator%2C cell envelope-related%2C LytR family
lp_1001,93,148,91,107,127,137,NC_004567.2:924205-924867,YP_004888939.1,phosphatase%2C PAP2 family
lp_1002,835,1196,716,1226,991,1343,NC_004567.2:925051-925845,YP_004888940.1,lipase/esterase
lp_1003,77,154,84,100,93,117,NC_004567.2:925908-926453,YP_004888941.1,GNAT family acetyltransferase
lp_1004,133,250,117,136,150,174,NC_004567.2:926465-926989,YP_004888942.1,Rrf2 family transcriptional regulator
lp_1005,1664,2850,1623,2606,2671,3064,NC_004567.2:927175-928857,YP_004888943.1,acetolactate synthase
lp_1008,420,746,440,595,693,842,NC_004567.2:929241-930692,YP_004888944.1,lysine transport protein
lp_1010,295,482,276,384,413,487,NC_004567.2:931038-931811,YP_004888945.1,serine-type D-Ala-D-Ala carboxypeptidase
lp_1011,188,440,206,365,441,455,NC_004567.2:932207-932842,YP_004888946.1,deoxyadenosine kinase / deoxyguanosine kinase
lp_1012,1824,3035,1895,2271,2405,2685,NC_004567.2:933125-934402,YP_004888947.1,serine-tRNA synthetase
lp_1018,460,868,456,828,891,1066,NC_004567.2:935944-936411,YP_004888948.1,transcription repressor of class III stress genes
lp_1019,4597,7334,4411,7438,8716,9799,NC_004567.2:936430-938943,YP_004888949.1,ATP-dependent Clp protease%2C ATP-binding subunit ClpC
lp_1020,222,392,199,308,358,407,NC_004567.2:939112-939714,YP_004888950.1,TetR family transcriptional regulator
lp_1021,18862,30163,17666,26746,32884,31540,NC_004567.2:939970-943575,YP_004888951.1,DNA-directed RNA polymerase subunit beta
lp_1022,22859,34877,21083,32259,37587,38201,NC_004567.2:943593-947234,YP_004888952.1,DNA-directed RNA polymerase subunit beta'
lp_1023,41,88,34,62,62,72,NC_004567.2:947887-948567,YP_004888953.1,type 4 prepilin-like proteins leader peptide processing enzyme
lp_1025,4171,7355,3892,5865,6131,6812,NC_004567.2:948830-949243,YP_004888954.1,30S ribosomal protein S12
lp_1026,5645,8600,5069,6887,6272,7418,NC_004567.2:949260-949730,YP_004888955.1,30S ribosomal protein S7
lp_1027,22598,34109,20586,28545,32645,32298,NC_004567.2:949872-951968,YP_004888956.1,elongation factor G
lp_1032,4098,7544,4300,6667,6257,7751,NC_004567.2:952919-953227,YP_004888957.1,30S ribosomal protein S10
lp_1033,7912,14432,8177,11851,11407,14125,NC_004567.2:953265-953894,YP_004888958.1,50S ribosomal protein L3
lp_1034,4436,7087,3980,5060,7005,6464,NC_004567.2:953913-954536,YP_004888959.1,50S ribosomal protein L4
lp_1035,2010,3245,1881,2331,2857,2948,NC_004567.2:954536-954829,YP_004888960.1,50S ribosomal protein L23
lp_1036,6902,11255,6464,7931,9234,9567,NC_004567.2:954853-955692,YP_004888961.1,50S ribosomal protein L2
lp_1038,2229,3774,2044,2468,2853,3117,NC_004567.2:955735-956010,YP_004888962.1,30S ribosomal protein S19
lp_1039,2133,3691,2021,2528,3388,3132,NC_004567.2:956031-956378,YP_004888963.1,50S ribosomal protein L22
lp_1040,4962,8310,4399,5593,6870,6691,NC_004567.2:956391-957044,YP_004888964.1,30S ribosomal protein S3
lp_1041,2641,4327,2457,3085,3303,3416,NC_004567.2:957047-957481,YP_004888965.1,50S ribosomal protein L16
lp_1043,1070,1936,1088,1379,1582,1644,NC_004567.2:957471-957665,YP_004888966.1,50S ribosomal protein L29
lp_1044,2085,3975,2157,2754,2850,3476,NC_004567.2:957688-957957,YP_004888967.1,30S ribosomal protein S17
lp_1045,2432,4231,2480,2995,4303,3803,NC_004567.2:958000-958368,YP_004888968.1,50S ribosomal protein L14
lp_1046,2328,3785,2105,2619,3918,3266,NC_004567.2:958402-958713,YP_004888969.1,50S ribosomal protein L24
lp_1047,4584,7580,4379,5553,8131,6608,NC_004567.2:958742-959284,YP_004888970.1,50S ribosomal protein L5
lp_1048,1847,3108,1741,2206,2739,2642,NC_004567.2:959305-959490,YP_004888971.1,30S ribosomal protein S14
lp_1050,3164,5327,3097,4068,5094,4895,NC_004567.2:959524-959919,YP_004888972.1,30S ribosomal protein S8
lp_1051,3779,6364,3512,4582,5798,5769,NC_004567.2:959949-960485,YP_004888973.1,50S ribosomal protein L6
lp_1052,2339,3946,2169,2736,3693,3794,NC_004567.2:960529-960885,YP_004888974.1,50S ribosomal protein L18
lp_1053,2654,4226,2479,2949,4289,4367,NC_004567.2:960906-961406,YP_004888975.1,30S ribosomal protein S5
lp_1054,1035,1623,960,1107,1337,1624,NC_004567.2:961421-961603,YP_004888976.1,50S ribosomal protein L30
lp_1055,2434,4290,2442,2828,4067,3983,NC_004567.2:961635-962066,YP_004888977.1,50S ribosomal protein L15
lp_1056,7448,12867,7380,8976,12546,11888,NC_004567.2:962068-963363,YP_004888978.1,preprotein translocase subunit SecY
lp_1058,2650,4632,2554,3080,4010,4137,NC_004567.2:963418-964077,YP_004888979.1,adenylate kinase
lp_1059,1656,3179,1560,2430,3107,3029,NC_004567.2:964252-964470,YP_004888980.1,translation initiation factor IF-1
lp_1059a,1120,1863,1090,1436,1850,1737,NC_004567.2:964507-964626,YP_004888981.1,50S ribosomal protein L36
lp_1060,3116,5341,3030,4017,5010,4719,NC_004567.2:964654-965019,YP_004888982.1,30S ribosomal protein S13
lp_1061,3615,5550,3192,4332,4936,4850,NC_004567.2:965044-965433,YP_004888983.1,30S ribosomal protein S11
lp_1062,8219,13800,7945,10672,15217,12897,NC_004567.2:965520-966464,YP_004888984.1,DNA-directed RNA polymerase subunit alpha
lp_1063,4544,6846,4081,5377,6676,6271,NC_004567.2:966486-966869,YP_004888985.1,50S ribosomal protein L17
lp_1064,0,0,0,0,0,0,NC_004567.2:967144-968406,YP_004888986.1,transposase
lp_1066,202,360,171,274,264,317,NC_004567.2:968714-969706,YP_004888987.1,heptaprenyl diphosphate synthase component II
lp_1067,133,206,95,164,168,197,NC_004567.2:969712-970281,YP_004888988.1,heptaprenyl diphosphate synthase component I
lp_1068,116,168,115,167,157,178,NC_004567.2:970285-970776,YP_004888989.1,extracellular protein
lp_1069,2365,3566,2073,2803,3206,3125,NC_004567.2:970871-972781,YP_004888990.1,NADH dehydrogenase%2C membrane-anchored
lp_1070,952,1555,847,1307,1320,1633,NC_004567.2:973064-973990,YP_004888991.1,lipoprotein precursor%2C FMN-binding protein
lp_1072,205,393,226,301,332,460,NC_004567.2:974249-975442,YP_004888992.1,thiamin biosynthesis lipoprotein ApbE
lp_1073,291,432,269,357,396,522,NC_004567.2:975525-976370,YP_004888993.1,ABC transporter ATP-binding protein
lp_1074,488,666,391,671,667,813,NC_004567.2:976346-977233,YP_004888994.1,ABC transporter ATP-binding protein
lp_1075,420,658,378,577,558,787,NC_004567.2:977223-978023,YP_004888995.1,ABC transporter permease
lp_1076,237,346,230,323,326,421,NC_004567.2:978088-978876,YP_004888996.1,tRNA pseudouridine synthase A
lp_1077,6329,10867,6370,8559,9760,10607,NC_004567.2:978985-979428,YP_004888997.1,50S ribosomal protein L13
lp_1078,5531,9456,5553,7320,7228,9464,NC_004567.2:979442-979834,YP_004888998.1,30S ribosomal protein S9
lp_1079,1044,1462,872,1307,1509,1802,NC_004567.2:980099-980968,YP_004888999.1,fatty acid-binding protein%2C DegV family
lp_1081,3,5,0,3,8,9,NC_004567.2:981385-982341,YP_004889000.1,hypothetical protein
lp_1082,41,49,35,51,46,45,NC_004567.2:982630-983718,YP_004889001.1,malate / lactate dehydrogenase
lp_1083,36,50,27,61,73,70,NC_004567.2:984596-986608,YP_004889002.1,transketolase
lp_1084,18,30,18,26,28,32,NC_004567.2:986628-987521,YP_004889003.1,shikimate 5-dehydrogenase
lp_1085,36,74,52,75,77,108,NC_004567.2:987562-988557,YP_004889004.1,phospho-2-dehydro-3-deoxyheptonate aldolase / chorismate mutase
lp_1086,78,135,74,102,100,135,NC_004567.2:988567-989646,YP_004889005.1,3-dehydroquinate synthase
lp_1087,65,90,44,69,93,86,NC_004567.2:990078-991499,YP_004889006.1,tartrate transport protein
lp_1088,15,14,7,20,22,19,NC_004567.2:991603-991929,YP_004889007.1,hypothetical protein
lp_1089,20,40,22,27,28,26,NC_004567.2:991993-992604,YP_004889008.1,L(+)-tartrate dehydratase%2C subunit B
lp_1090,30,43,32,36,42,34,NC_004567.2:992601-993533,YP_004889009.1,L(+)-tartrate dehydratase%2C subunit A
lp_1092,43,55,39,38,51,60,NC_004567.2:993790-994815,YP_004889010.1,transcription regulator tartrate operon%2C AraC family
lp_1093,27,42,20,30,32,40,NC_004567.2:995052-995894,YP_004889011.1,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
lp_1095,25,41,23,41,27,34,NC_004567.2:996225-996962,YP_004889012.1,manganese ABC transporter%2C ATP-binding protein
lp_1096,40,60,27,27,40,40,NC_004567.2:996962-997834,YP_004889013.1,manganese ABC transporter%2C permease protein
lp_1097,47,70,40,58,42,66,NC_004567.2:997831-998772,YP_004889014.1,manganese/zinc ABC transporter%2C substrate binding protein
lp_1098,73,113,69,135,135,200,NC_004567.2:998884-999195,YP_004889015.1,hypothetical protein
lp_1101,387,739,452,506,607,674,NC_004567.2:999592-1000521,YP_004889016.1,L-lactate dehydrogenase
lp_1102,695,1159,777,849,1112,1162,NC_004567.2:1000553-1001971,YP_004889017.1,citrate transport protein
lp_1103,366,597,372,456,553,585,NC_004567.2:1002048-1003010,YP_004889018.1,citrate lyase regulator%2C SorC family
lp_1105,620,1014,626,753,892,999,NC_004567.2:1003206-1004366,YP_004889019.1,malic enzyme%2C NAD-dependent
lp_1106,578,910,532,717,804,934,NC_004567.2:1004384-1005439,YP_004889020.1,[citrate (pro-3S)-lyase] ligase
lp_1107,184,278,187,256,314,340,NC_004567.2:1005429-1005719,YP_004889021.1,citrate lyase%2C gamma chain%2C acyl carrier protein
lp_1108,1000,1561,991,1327,1553,1586,NC_004567.2:1005719-1006633,YP_004889022.1,citrate lyase%2C beta chain
lp_1109,1951,3037,1824,2433,2706,3074,NC_004567.2:1006623-1008161,YP_004889023.1,citrate lyase%2C alpha chain
lp_1112,634,1339,697,1008,1417,1457,NC_004567.2:1009356-1010738,YP_004889024.1,fumarate hydratase
lp_1113,428,692,413,715,709,890,NC_004567.2:1010911-1012299,YP_004889025.1,fumarate reductase flavoprotein subunit
lp_1114,51,86,43,64,79,77,NC_004567.2:1012464-1013000,YP_004889026.1,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
lp_1115,105,192,129,137,169,218,NC_004567.2:1012997-1013878,YP_004889027.1,malolactic regulator%2C LysR family
lp_1116,41,68,48,39,78,81,NC_004567.2:1014055-1014957,YP_004889028.1,malolactic regulator%2C LysR family
lp_1118,33,72,41,69,70,90,NC_004567.2:1015132-1016775,YP_004889029.1,malolactic protein
lp_1119,27,51,30,48,45,61,NC_004567.2:1016817-1017788,YP_004889030.1,malate transport protein
lp_1120,595,948,524,570,579,617,NC_004567.2:1018290-1019717,YP_004889031.1,amino acid transport protein
lp_1121,84,152,64,114,113,189,NC_004567.2:1019838-1020419,YP_004889032.1,membrane protein
lp_1123,28,73,29,83,99,141,NC_004567.2:1020512-1020688,YP_004889033.1,hypothetical protein
lp_1124,73,116,55,101,124,131,NC_004567.2:1020760-1023465,YP_004889034.1,cell surface hydrolase%2C LPXTG-motif cell wall anchor
lp_1125,1241,2565,1426,2303,2740,3142,NC_004567.2:1023890-1025329,YP_004889035.1,cytochrome D ubiquinol oxidase%2C subunit I
lp_1126,1517,2548,1548,2319,2606,2883,NC_004567.2:1025322-1026317,YP_004889036.1,cytochrome D ubiquinol oxidase subunit II
lp_1128,421,684,343,639,776,799,NC_004567.2:1026446-1028179,YP_004889037.1,cytochrome D ABC transporter%2C ATP-binding and permease protein
lp_1129,590,900,467,849,888,1040,NC_004567.2:1028179-1029939,YP_004889038.1,cytochrome D ABC transporter%2C ATP-binding and permease protein
lp_1134,382,626,330,555,547,634,NC_004567.2:1031313-1032290,YP_004889041.1,heptaprenyl diphosphate synthase component II
lp_1135,327,599,352,482,581,689,NC_004567.2:1032435-1033349,YP_004889042.1,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase
lp_1136,1096,1674,1015,1480,1668,1775,NC_004567.2:1033562-1034536,YP_004889043.1,oxidoreductase%2C NAD(P)-dependent
lp_1138,73,186,63,102,104,128,NC_004567.2:1034984-1035625,YP_004889044.1,cell wall hydrolase/muramidase
lp_1139,315,532,276,396,523,478,NC_004567.2:1035676-1036263,YP_004889045.1,xanthine phosphoribosyltransferase
lp_1140,288,543,253,334,470,500,NC_004567.2:1036286-1036834,YP_004889046.1,membrane protein
lp_1141,884,1463,858,1196,1360,1533,NC_004567.2:1036947-1038116,YP_004889047.1,phosphoribosylaminoimidazole carboxylase%2CATPase subunit
lp_1144,1425,2662,1402,2102,2594,2751,NC_004567.2:1038557-1040824,YP_004889048.1,ATP-dependent DNA helicase PcrA
lp_1145,1817,3039,1705,2459,2852,2960,NC_004567.2:1040841-1042880,YP_004889049.1,DNA ligase
lp_1146,1557,2767,1519,2109,2640,2809,NC_004567.2:1042877-1044052,YP_004889050.1,lipoprotein%2C pheromone precursor
lp_1147,340,760,360,508,824,740,NC_004567.2:1044093-1044413,YP_004889051.1,aspartyl/glutamyl-tRNA amidotransferase subunit C
lp_1148,2298,4171,2272,3270,4076,4154,NC_004567.2:1044413-1045876,YP_004889052.1,aspartyl/glutamyl-tRNA amidotransferase subunit A
lp_1149,2470,4425,2385,3429,4481,4358,NC_004567.2:1045876-1047300,YP_004889053.1,aspartyl/glutamyl-tRNA amidotransferase subunit B
lp_1150,1944,3193,1723,2640,2790,3169,NC_004567.2:1047405-1048427,YP_004889054.1,diacylglycerol kinase family protein
lp_1151,519,864,458,820,876,996,NC_004567.2:1048761-1050134,YP_004889055.1,23S rRNA methyltransferase%2C TrmA family
lp_1153,1241,3409,1275,2282,3500,3487,NC_004567.2:1050591-1051166,YP_004889056.1,TetR family transcriptional regulator
lp_1154,544,1012,486,784,882,979,NC_004567.2:1051433-1053772,YP_004889057.1,cation transporting P-type ATPase
lp_1155,167,279,127,250,251,310,NC_004567.2:1054013-1055329,YP_004889058.1,PTS system%2C cellobiose-specific EIIC component
lp_1156,117,263,130,238,261,298,NC_004567.2:1055322-1056206,YP_004889059.1,cell surface hydrolase
lp_1157,322,542,283,530,428,651,NC_004567.2:1056331-1057209,YP_004889060.1,RpiR family transcriptional regulator
lp_1158,425,532,353,516,502,647,NC_004567.2:1057234-1058010,YP_004889061.1,lysozyme
lp_1159,196,364,178,372,392,552,NC_004567.2:1058166-1058531,YP_004889062.1,extracellular protein%2C membrane-bound
lp_1160,5966,14156,6525,13823,13791,17683,NC_004567.2:1058875-1059075,YP_004889063.1,cold shock protein CspP
lp_1161,488,844,452,636,684,813,NC_004567.2:1059262-1060269,YP_004889064.1,oxidoreductase%2C NAD-dependent
lp_1162,658,1121,608,956,1012,1100,NC_004567.2:1060282-1061616,YP_004889065.1,ATP-dependent RNA helicase
lp_1163,156,240,137,181,262,280,NC_004567.2:1061899-1062339,YP_004889066.1,nucleotide-binding protein%2C universal stress protein UspA family
lp_1164,96,193,106,169,190,201,NC_004567.2:1062473-1063780,YP_004889067.1,PTS system%2C cellobiose-specific EIIC component
lp_1165,113,218,118,217,247,288,NC_004567.2:1063773-1064639,YP_004889068.1,cell surface hydrolase
lp_1165a,30,67,33,58,43,65,NC_004567.2:1064789-1064989,YP_004889069.1,hypothetical protein
lp_1166,335,668,357,584,655,870,NC_004567.2:1065189-1065629,YP_004889070.1,hypothetical protein
lp_1168,175,370,165,314,402,455,NC_004567.2:1066063-1066626,YP_004889071.1,hypothetical protein
lp_1169,712,945,632,853,1011,1115,NC_004567.2:1066710-1068056,YP_004889072.1,glutamate dehydrogenase
lp_1171,10,33,12,21,41,31,NC_004567.2:1068324-1069499,YP_004889073.1,serine-type D-Ala-D-Ala carboxypeptidase
lp_1173,285,437,250,397,331,468,NC_004567.2:1069688-1070806,YP_004889074.1,UDP-N-acetylglucosamine 2-epimerase
lp_1174,112,213,101,223,250,325,NC_004567.2:1071192-1072112,YP_004889075.1,ribonuclease BN family protein
lp_1175,176,260,157,239,218,255,NC_004567.2:1072312-1073028,YP_004889076.1,glycerol uptake facilitator protein
lp_1176,535,1110,588,905,1130,1497,NC_004567.2:1073182-1074303,YP_004889077.1,UDP-galactopyranose mutase
lp_1177,550,1075,632,941,1174,1513,NC_004567.2:1074307-1075299,YP_004889078.1,polysaccharide biosynthesis protein
lp_1178,686,1487,860,1186,1559,1826,NC_004567.2:1075304-1076365,YP_004889079.1,glycosyltransferase%2C family 1 (GT1)
lp_1179,646,1331,756,1148,1493,1807,NC_004567.2:1076392-1077819,YP_004889080.1,oligosaccharide transporter (flippase)
lp_1180,571,1045,650,837,1191,1369,NC_004567.2:1077831-1078607,YP_004889081.1,glycosyltransferase
lp_1181,583,1184,726,1031,1434,1462,NC_004567.2:1078600-1079604,YP_004889082.1,acyltransferase/acetyltransferase
lp_1182,433,858,495,717,925,1060,NC_004567.2:1079618-1080241,YP_004889083.1,polysaccharide biosynthesis protein%2C chain length regulator
lp_1183,639,1262,684,1000,1338,1641,NC_004567.2:1080249-1081379,YP_004889084.1,glycosyltransferase%2C family 1 (GT1)
lp_1184,662,1376,861,1178,1394,1847,NC_004567.2:1081380-1082306,YP_004889085.1,glycosyltransferase (rhamnosyltransferase)%2Cfamily 2 (GT2)
lp_1185,755,1519,879,1308,1713,2010,NC_004567.2:1082317-1083483,YP_004889086.1,polysaccharide polymerase
lp_1186,971,1953,1147,1615,2105,2280,NC_004567.2:1083489-1084352,YP_004889087.1,glucose-1-phosphate thymidylyltransferase
lp_1187,1013,1973,1197,1567,2140,2574,NC_004567.2:1084375-1085664,YP_004889088.1,glycosylhydrolase
lp_1188,475,779,485,639,846,997,NC_004567.2:1085724-1086305,YP_004889089.1,dTDP-4-dehydrorhamnose 3%2C5-epimerase
lp_1189,1086,2023,1166,1710,2070,2287,NC_004567.2:1086315-1087343,YP_004889090.1,dTDP-glucose 4%2C6-dehydratase
lp_1190,426,728,388,592,665,759,NC_004567.2:1087413-1088255,YP_004889091.1,dTDP-4-dehydrorhamnose reductase
lp_1191,8,19,7,18,21,12,NC_004567.2:1088344-1088556,YP_004889092.1,transposase%2C fragment
lp_1192,32,36,36,35,36,30,NC_004567.2:1088478-1088963,YP_004889093.1,transposase%2C fragment
lp_1193,13,26,12,13,20,21,NC_004567.2:1089006-1089233,YP_004889094.1,transposase%2C fragment
lp_1194,20,27,13,25,21,24,NC_004567.2:1089230-1089577,YP_004889095.1,transposase%2C fragment
lp_1195,17,17,12,23,8,14,NC_004567.2:1089676-1089903,YP_004889096.1,transposase%2C fragment
lp_1196,30,66,38,66,59,69,NC_004567.2:1089966-1090553,YP_004889097.1,integrase/recombinase
lp_1197,8,2,5,7,18,12,NC_004567.2:1090910-1091680,YP_004889098.1,polysaccharide biosynthesis protein%2C chain length regulator
lp_1198,3,16,8,11,10,18,NC_004567.2:1091692-1092420,YP_004889099.1,polysaccharide biosynthesis protein%2Cregulator
lp_1199,8,17,5,16,14,12,NC_004567.2:1092407-1093180,YP_004889100.1,polysaccharide biosynthesis protein%2Cphosphotyrosine-protein phosphatase
lp_1200,3,17,7,8,19,13,NC_004567.2:1093198-1094145,YP_004889101.1,UDP N-acetyl glucosamine 4-epimerase%2C NAD dependent
lp_1201,6,28,8,14,17,11,NC_004567.2:1094126-1094803,YP_004889102.1,priming glycosyltransferase%2C polyprenyl glycosylphosphotransferase
lp_1202,36,77,33,57,72,92,NC_004567.2:1094804-1095898,YP_004889103.1,glycosyltransferase%2C family 1 (GT1)
lp_1203,68,103,52,86,106,127,NC_004567.2:1095899-1096912,YP_004889104.1,polysaccharide biosynthesis protein
lp_1204,86,124,90,130,117,160,NC_004567.2:1096950-1098089,YP_004889105.1,polysaccharide polymerase
